Região,Data-Hora,Latitude [deg],Longitude [deg],numero_pontos,profundidade_min,profundidade_max,n_temperatura,n_salinidade,n_condutividade,n_densidade,n_velocidade_som,arquivo_parquet,tem_temperatura,tem_salinidade,tem_condutividade,tem_densidade,tem_velocidade_som,tem_TS,tem_TS_densidade,tem_TS_velocidade,pontuacao
Oceano Sudeste,2002-11-13 14:52:00,-24.46,-40.4197,2533,3.984,2504.32,2533,2533,0,0,0,oceano_sudeste.parquet,True,True,False,False,False,True,False,False,47.837554360881086
Oceano Sudeste,2002-11-13 19:20:00,-24.1592,-40.8739,2331,2.924,2304.952,0,0,2331,0,0,oceano_sudeste.parquet,False,False,True,False,False,False,False,False,32.754481547470384
Oceano Sudeste,2002-11-13 19:32:18,-24.1592,-40.8739,2331,2.924,2304.95,2331,2331,0,0,0,oceano_sudeste.parquet,True,True,False,False,False,True,False,False,47.754481547470384
Oceano Sudeste,2002-11-14 00:07:00,-23.8678,-41.3178,518,1.97,514.983,0,0,518,0,0,oceano_sudeste.parquet,False,False,True,False,False,False,False,False,31.251903883165888
Oceano Sudeste,2002-11-14 00:08:19,-23.8678,-41.3178,513,1.97,514.983,513,513,0,0,0,oceano_sudeste.parquet,True,True,False,False,False,True,False,False,46.242223265455166
Oceano Sudeste,2002-11-14 04:13:00,-23.58,-41.7611,103,1.994,103.322,0,0,103,0,0,oceano_sudeste.parquet,False,False,True,False,False,False,False,False,19.64439089914137
Oceano Sudeste,2002-11-14 04:36:21,-23.58,-41.7611,103,1.994,103.322,103,103,0,0,0,oceano_sudeste.parquet,True,True,False,False,False,True,False,False,34.64439089914137
Oceano Sudeste,2002-11-14 07:29:00,-23.4367,-41.9908,105,2.978,106.313,0,0,105,0,0,oceano_sudeste.parquet,False,False,True,False,False,False,False,False,19.663439094112068
Oceano Sudeste,2002-11-14 07:31:19,-23.4367,-41.9908,105,2.978,106.313,105,105,0,0,0,oceano_sudeste.parquet,True,True,False,False,False,True,False,False,34.663439094112064
Oceano Sudeste,2002-11-14 10:04:00,-23.2911,-42.2153,94,0.972,93.387,0,0,94,0,0,oceano_sudeste.parquet,False,False,True,False,False,False,False,False,19.55387689160054
Oceano Sudeste,2002-11-14 10:18:41,-23.2911,-42.2153,94,0.972,93.387,94,94,0,0,0,oceano_sudeste.parquet,True,True,False,False,False,True,False,False,34.55387689160054
Oceano Sudeste,2002-11-14 12:58:00,-23.1428,-42.4472,56,2.98,57.617,0,0,56,0,0,oceano_sudeste.parquet,False,False,True,False,False,False,False,False,9.04305126783455
Oceano Sudeste,2002-11-14 13:04:33,-23.1428,-42.4472,56,2.98,57.617,56,56,0,0,0,oceano_sudeste.parquet,True,True,False,False,False,True,False,False,24.04305126783455
Oceano Sudeste,2002-11-14 15:08:00,-23.0006,-42.6444,28,2.971,29.838,0,0,28,0,0,oceano_sudeste.parquet,False,False,True,False,False,False,False,False,8.367295829986475
Oceano Sudeste,2002-11-14 15:16:53,-23.0006,-42.6444,28,2.971,29.838,28,28,0,0,0,oceano_sudeste.parquet,True,True,False,False,False,True,False,False,23.367295829986475
Oceano Sudeste,2002-11-21 00:26:00,-23.2686,-44.1158,29,1.985,29.796,0,0,29,0,0,oceano_sudeste.parquet,False,False,True,False,False,False,False,False,8.401197381662156
Oceano Sudeste,2002-11-21 00:28:16,-23.2686,-44.1158,29,1.985,29.796,29,29,0,0,0,oceano_sudeste.parquet,True,True,False,False,False,True,False,False,23.401197381662154
Oceano Sudeste,2002-11-21 03:20:00,-23.4083,-43.8903,50,1.982,50.658,0,0,50,0,0,oceano_sudeste.parquet,False,False,True,False,False,False,False,False,8.931825632724326
Oceano Sudeste,2002-11-21 03:23:59,-23.4081,-43.8903,50,1.982,50.658,50,50,0,0,0,oceano_sudeste.parquet,True,True,False,False,False,True,False,False,23.931825632724326
Oceano Sudeste,2002-11-21 05:38:00,-23.5531,-43.68,82,1.983,82.459,0,0,82,0,0,oceano_sudeste.parquet,False,False,True,False,False,False,False,False,19.418840607796596
Oceano Sudeste,2002-11-21 05:53:59,-23.5531,-43.68,82,1.983,82.459,82,82,0,0,0,oceano_sudeste.parquet,True,True,False,False,False,True,False,False,34.4188406077966
Oceano Sudeste,2002-11-21 08:57:00,-23.7008,-43.4514,104,1.987,104.3,0,0,104,0,0,oceano_sudeste.parquet,False,False,True,False,False,False,False,False,19.653960350157522
Oceano Sudeste,2002-11-21 09:10:54,-23.7008,-43.4514,104,1.987,104.3,104,104,0,0,0,oceano_sudeste.parquet,True,True,False,False,False,True,False,False,34.653960350157526
Oceano Sudeste,2002-11-21 11:46:00,-23.8528,-43.2333,106,3.973,108.272,0,0,106,0,0,oceano_sudeste.parquet,False,False,True,False,False,False,False,False,19.672828834461907
Oceano Sudeste,2002-11-21 11:46:00,-21.5678,-39.6128,244,1.2,264.3,0,0,244,0,0,oceano_sudeste.parquet,False,False,True,False,False,False,False,False,30.501258210544727
Oceano Sudeste,2002-11-21 11:50:05,-23.8528,-43.2333,106,3.973,108.272,106,106,0,0,0,oceano_sudeste.parquet,True,True,False,False,False,True,False,False,34.6728288344619
Oceano Sudeste,2002-11-21 14:38:00,-23.9739,-43.01,178,1.975,177.761,0,0,178,0,0,oceano_sudeste.parquet,False,False,True,False,False,False,False,False,20.187385805840755
Oceano Sudeste,2002-11-21 14:46:41,-23.9739,-43.01,178,1.975,177.761,178,178,0,0,0,oceano_sudeste.parquet,True,True,False,False,False,True,False,False,35.187385805840755
Oceano Sudeste,2002-11-21 19:46:00,-24.2781,-42.56,820,1.891,814.035,0,0,820,0,0,oceano_sudeste.parquet,False,False,True,False,False,False,False,False,31.710523109452428
Oceano Sudeste,2002-11-21 19:49:00,-24.2781,-42.56,820,1.891,814.035,820,820,0,0,0,oceano_sudeste.parquet,True,True,False,False,False,True,False,False,46.710523109452424
Oceano Sudeste,2002-11-22 00:37:00,-24.5592,-42.1272,1203,1.987,1192.684,0,0,1203,0,0,oceano_sudeste.parquet,False,False,True,False,False,False,False,False,32.093404625868764
Oceano Sudeste,2002-11-22 00:40:40,-24.5592,-42.1272,1203,1.987,1192.68,1203,1203,0,0,0,oceano_sudeste.parquet,True,True,False,False,False,True,False,False,47.093404625868764
Oceano Sudeste,2002-11-22 06:24:00,-24.8339,-41.6847,2021,3.978,2001.131,0,0,2021,0,0,oceano_sudeste.parquet,False,False,True,False,False,False,False,False,32.61184239958042
Oceano Sudeste,2002-11-22 06:26:02,-24.8339,-41.6847,2021,3.978,2001.13,2021,2021,0,0,0,oceano_sudeste.parquet,True,True,False,False,False,True,False,False,47.61184239958042
Oceano Sudeste,2002-11-25 17:52:00,-24.9189,-43.4922,1103,2.975,1094.883,0,0,1103,0,0,oceano_sudeste.parquet,False,False,True,False,False,False,False,False,32.00669522683704
Oceano Sudeste,2002-11-25 17:55:32,-24.9189,-43.4922,1103,2.975,1094.88,1103,1103,0,0,0,oceano_sudeste.parquet,True,True,False,False,False,True,False,False,47.00669522683704
Oceano Sudeste,2002-11-25 22:29:00,-24.6211,-43.9475,943,1.971,935.732,0,0,943,0,0,oceano_sudeste.parquet,False,False,True,False,False,False,False,False,31.8501261661455
Oceano Sudeste,2002-11-25 23:07:02,-24.6211,-43.9475,943,1.971,935.732,943,943,0,0,0,oceano_sudeste.parquet,True,True,False,False,False,True,False,False,46.8501261661455
Oceano Sudeste,2002-11-26 03:51:00,-24.3492,-44.3958,135,1.988,135.073,0,0,135,0,0,oceano_sudeste.parquet,False,False,True,False,False,False,False,False,19.912654885736053
Oceano Sudeste,2002-11-26 04:04:12,-24.3492,-44.3956,135,1.988,135.073,135,135,0,0,0,oceano_sudeste.parquet,True,True,False,False,False,True,False,False,34.91265488573605
Oceano Sudeste,2002-11-26 06:49:00,-24.1986,-44.6094,112,0.989,111.254,0,0,112,0,0,oceano_sudeste.parquet,False,False,True,False,False,False,False,False,19.72738781871234
Oceano Sudeste,2002-11-26 07:12:01,-24.1986,-44.6094,112,0.989,111.254,112,112,0,0,0,oceano_sudeste.parquet,True,True,False,False,False,True,False,False,34.727387818712344
Oceano Sudeste,2002-11-26 09:45:00,-24.0489,-44.8189,59,1.989,59.62,0,0,59,0,0,oceano_sudeste.parquet,False,False,True,False,False,False,False,False,9.094344562222101
Oceano Sudeste,2002-11-26 09:51:15,-24.0489,-44.8189,59,1.989,59.62,59,59,0,0,0,oceano_sudeste.parquet,True,True,False,False,False,True,False,False,24.0943445622221
Oceano Sudeste,2002-11-26 12:29:00,-23.9111,-45.0439,28,2.982,29.813,0,0,28,0,0,oceano_sudeste.parquet,False,False,True,False,False,False,False,False,8.367295829986475
Oceano Sudeste,2002-11-26 12:32:41,-23.9111,-45.0439,28,2.982,29.813,28,28,0,0,0,oceano_sudeste.parquet,True,True,False,False,False,True,False,False,23.367295829986475
Oceano Sul V,2018-04-10 14:19:51,-28.6836,-47.0833,568,8.0,575.0,0,0,568,568,568,oceano_sul_v.parquet,False,False,True,True,True,False,False,False,41.34388043412633
Oceano Sul V,2018-04-10 15:20:22,-28.6836,-47.0833,567,7.983,574.002,567,567,0,0,0,oceano_sul_v.parquet,True,True,False,False,False,True,False,False,46.34212141872115
Oceano Sul V,2018-04-10 23:18:11,-29.1161,-46.1689,997,5.0,1001.0,0,0,997,997,997,oceano_sul_v.parquet,False,False,True,True,True,False,False,False,41.905753276311465
Oceano Sul V,2018-04-11 00:18:41,-29.1161,-46.1689,997,5.0,1001.01,997,997,0,0,0,oceano_sul_v.parquet,True,True,False,False,False,True,False,False,46.905753276311465
Oceano Sul V,2018-04-11 10:47:46,-29.5864,-45.0,1003,5.0,1007.0,0,0,1003,1003,1003,oceano_sul_v.parquet,False,False,True,True,True,False,False,False,41.911747300251676
Oceano Sul V,2018-04-11 10:48:08,-29.5861,-45.0,1003,4.998,1007.01,1003,1003,0,0,0,oceano_sul_v.parquet,True,True,False,False,False,True,False,False,46.911747300251676
Oceano Sul V,2018-04-11 21:59:05,-29.9994,-43.9028,998,5.0,1002.0,0,0,998,998,998,oceano_sul_v.parquet,False,False,True,True,True,False,False,False,41.906754778648555
Oceano Sul V,2018-04-11 21:59:27,-29.9992,-43.9028,998,5.007,1002.01,998,998,0,0,0,oceano_sul_v.parquet,True,True,False,False,False,True,False,False,46.906754778648555
Oceano Sul V,2018-04-12 08:36:05,-30.4175,-42.8347,997,6.0,1002.0,0,0,997,997,997,oceano_sul_v.parquet,False,False,True,True,True,False,False,False,41.905753276311465
Oceano Sul V,2018-04-12 08:36:26,-30.4172,-42.8347,997,5.993,1002.01,997,997,0,0,0,oceano_sul_v.parquet,True,True,False,False,False,True,False,False,46.905753276311465
Oceano Sul V,2018-04-12 19:38:08,-30.9003,-41.6658,996,5.0,1000.0,0,0,996,996,996,oceano_sul_v.parquet,False,False,True,True,True,False,False,False,41.90475076996184
Oceano Sul V,2018-04-12 19:38:29,-30.9003,-41.6656,996,4.994,1000.0,996,996,0,0,0,oceano_sul_v.parquet,True,True,False,False,False,True,False,False,46.90475076996184
Oceano Sul V,2018-04-13 05:48:07,-31.3339,-40.6322,997,5.0,1001.0,0,0,997,997,997,oceano_sul_v.parquet,False,False,True,True,True,False,False,False,41.905753276311465
Oceano Sul V,2018-04-13 05:48:27,-31.3339,-40.6319,997,4.991,1001.01,997,997,0,0,0,oceano_sul_v.parquet,True,True,False,False,False,True,False,False,46.905753276311465
Oceano Sul V,2018-04-13 15:27:23,-31.7508,-39.6325,997,5.0,1001.0,0,0,997,997,997,oceano_sul_v.parquet,False,False,True,True,True,False,False,False,41.905753276311465
Oceano Sul V,2018-04-13 15:27:42,-31.7508,-39.6322,997,4.993,1001.0,997,997,0,0,0,oceano_sul_v.parquet,True,True,False,False,False,True,False,False,46.905753276311465
Oceano Sul V,2018-04-24 13:59:30,-26.4683,-45.9186,568,5.0,572.0,0,0,568,568,568,oceano_sul_v.parquet,False,False,True,True,True,False,False,False,41.34388043412633
Oceano Sul V,2018-04-24 13:59:51,-26.4681,-45.9186,568,5.001,571.993,568,568,0,0,0,oceano_sul_v.parquet,True,True,False,False,False,True,False,False,46.34388043412633
Oceano Sul V,2018-04-25 00:14:15,-26.9925,-45.0897,999,5.0,1003.0,0,0,999,999,999,oceano_sul_v.parquet,False,False,True,True,True,False,False,False,41.90775527898214
Oceano Sul V,2018-04-25 00:14:35,-26.9925,-45.0897,999,4.99,1003.01,999,999,0,0,0,oceano_sul_v.parquet,True,True,False,False,False,True,False,False,46.90775527898214
Oceano Sul V,2018-04-25 11:34:31,-27.4008,-44.0836,1000,5.0,1004.0,0,0,1000,1000,1000,oceano_sul_v.parquet,False,False,True,True,True,False,False,False,41.90875477931522
Oceano Sul V,2018-04-25 11:34:50,-27.4006,-44.0836,1000,4.999,1004.01,1000,1000,0,0,0,oceano_sul_v.parquet,True,True,False,False,False,True,False,False,46.90875477931522
Oceano Sul V,2018-04-25 20:32:00,-27.8997,-43.2825,999,5.0,1003.0,0,0,999,999,999,oceano_sul_v.parquet,False,False,True,True,True,False,False,False,41.90775527898214
Oceano Sul V,2018-04-25 20:32:19,-27.8997,-43.2825,999,5.007,1003.01,999,999,0,0,0,oceano_sul_v.parquet,True,True,False,False,False,True,False,False,46.90775527898214
Oceano Sul V,2018-04-26 05:55:48,-28.2994,-42.335,1000,5.0,1004.0,0,0,1000,1000,1000,oceano_sul_v.parquet,False,False,True,True,True,False,False,False,41.90875477931522
Oceano Sul V,2018-04-26 05:56:07,-28.2994,-42.335,1000,5.004,1004.01,1000,1000,0,0,0,oceano_sul_v.parquet,True,True,False,False,False,True,False,False,46.90875477931522
Oceano Sul V,2018-04-26 16:19:32,-28.6983,-41.3019,1000,5.0,1004.0,0,0,1000,1000,1000,oceano_sul_v.parquet,False,False,True,True,True,False,False,False,41.90875477931522
Oceano Sul V,2018-04-26 16:19:50,-28.6981,-41.3019,1000,4.998,1004.01,1000,1000,0,0,0,oceano_sul_v.parquet,True,True,False,False,False,True,False,False,46.90875477931522
Oceano Sul V,2018-04-27 00:55:14,-29.1647,-40.5333,996,5.0,1000.0,0,0,996,996,996,oceano_sul_v.parquet,False,False,True,True,True,False,False,False,41.90475076996184
Oceano Sul V,2018-04-27 00:55:32,-29.1647,-40.5331,996,5.003,1000.02,996,996,0,0,0,oceano_sul_v.parquet,True,True,False,False,False,True,False,False,46.90475076996184
Oceano Sul V,2018-04-27 11:21:32,-29.6344,-39.5483,1000,5.0,1004.0,0,0,1000,1000,1000,oceano_sul_v.parquet,False,False,True,True,True,False,False,False,41.90875477931522
Oceano Sul V,2018-04-27 11:21:49,-29.6344,-39.5483,1000,4.997,1004.02,1000,1000,0,0,0,oceano_sul_v.parquet,True,True,False,False,False,True,False,False,46.90875477931522
Oceano Sul V,2018-05-05 03:09:50,-30.1422,-36.7381,1594,5.0,1598.0,0,0,1594,1594,1594,oceano_sul_v.parquet,False,False,True,True,True,False,False,False,42.37462901521894
Oceano Sul V,2018-05-05 10:58:39,-30.1883,-36.7058,1478,5.0,1482.0,0,0,1478,1478,1478,oceano_sul_v.parquet,False,False,True,True,True,False,False,False,42.2991214627108
Oceano Sul V,2018-05-05 10:58:46,-30.1881,-36.7056,1478,4.995,1482.01,1478,1478,0,0,0,oceano_sul_v.parquet,True,True,False,False,False,True,False,False,47.2991214627108
Oceano Sul V,2018-05-05 15:54:52,-30.2411,-37.0081,1921,5.0,1925.0,0,0,1921,1921,1921,oceano_sul_v.parquet,False,False,True,True,True,False,False,False,42.56112158953024
Oceano Sul V,2018-05-05 15:54:58,-30.2411,-37.0081,1921,5.0,1925.02,1921,1921,0,0,0,oceano_sul_v.parquet,True,True,False,False,False,True,False,False,47.56112158953024
Oceano Sul V,2018-05-06 14:13:57,-30.9153,-39.1156,997,5.0,1001.0,0,0,997,997,997,oceano_sul_v.parquet,False,False,True,True,True,False,False,False,41.905753276311465
Oceano Sul V,2018-05-06 14:14:02,-30.9153,-39.1156,997,5.002,1001.01,997,997,0,0,0,oceano_sul_v.parquet,True,True,False,False,False,True,False,False,46.905753276311465
Oceano Sul V,2018-05-06 23:26:29,-30.4183,-39.9994,996,6.0,1001.0,0,0,996,996,996,oceano_sul_v.parquet,False,False,True,True,True,False,False,False,41.90475076996184
Oceano Sul V,2018-05-06 23:26:33,-30.4181,-39.9994,996,5.988,1001.01,996,996,0,0,0,oceano_sul_v.parquet,True,True,False,False,False,True,False,False,46.90475076996184
Oceano Sul V,2018-05-07 10:08:26,-30.0,-41.1167,997,5.0,1001.0,0,0,997,997,997,oceano_sul_v.parquet,False,False,True,True,True,False,False,False,41.905753276311465
Oceano Sul V,2018-05-07 10:08:30,-29.9994,-41.1169,997,5.002,1001.01,997,997,0,0,0,oceano_sul_v.parquet,True,True,False,False,False,True,False,False,46.905753276311465
Oceano Sul V,2018-05-07 18:20:53,-29.6319,-41.9325,1000,5.0,1004.0,0,0,1000,1000,1000,oceano_sul_v.parquet,False,False,True,True,True,False,False,False,41.90875477931522
Oceano Sul V,2018-05-07 18:20:57,-29.6322,-41.9325,1000,4.992,1004.02,1000,1000,0,0,0,oceano_sul_v.parquet,True,True,False,False,False,True,False,False,46.90875477931522
Oceano Sul V,2018-05-08 02:57:44,-29.25,-42.8833,999,5.0,1003.0,0,0,999,999,999,oceano_sul_v.parquet,False,False,True,True,True,False,False,False,41.90775527898214
Oceano Sul V,2018-05-08 02:57:47,-29.2486,-42.8853,999,4.991,1003.02,999,999,0,0,0,oceano_sul_v.parquet,True,True,False,False,False,True,False,False,46.90775527898214
Oceano Sul V,2018-05-08 12:25:25,-28.8325,-43.8703,999,4.0,1002.0,0,0,999,999,999,oceano_sul_v.parquet,False,False,True,True,True,False,False,False,41.90775527898214
Oceano Sul V,2018-05-08 12:25:28,-28.8325,-43.8703,999,3.991,1002.01,999,999,0,0,0,oceano_sul_v.parquet,True,True,False,False,False,True,False,False,46.90775527898214
Oceano Sul V,2018-05-09 00:41:27,-28.4675,-44.7675,997,5.0,1001.0,0,0,997,997,997,oceano_sul_v.parquet,False,False,True,True,True,False,False,False,41.905753276311465
Oceano Sul V,2018-05-09 00:41:29,-28.4675,-44.7672,997,4.989,1001.0,997,997,0,0,0,oceano_sul_v.parquet,True,True,False,False,False,True,False,False,46.905753276311465
Oceano Sul V,2018-05-09 09:48:40,-28.05,-45.7583,998,4.0,1001.0,0,0,998,998,998,oceano_sul_v.parquet,False,False,True,True,True,False,False,False,41.906754778648555
Oceano Sul V,2018-05-09 09:48:42,-28.0653,-45.7675,998,3.975,1001.01,998,998,0,0,0,oceano_sul_v.parquet,True,True,False,False,False,True,False,False,46.906754778648555
Oceano Sul V,2018-05-09 19:41:37,-27.5367,-46.6978,998,5.0,1002.0,0,0,998,998,998,oceano_sul_v.parquet,False,False,True,True,True,False,False,False,41.906754778648555
Oceano Sul V,2018-05-09 19:41:39,-27.5367,-46.6981,998,4.998,1002.01,998,998,0,0,0,oceano_sul_v.parquet,True,True,False,False,False,True,False,False,46.906754778648555
Oceano Sul V,2018-05-24 01:27:11,-25.8006,-44.9997,1000,6.0,1005.0,0,0,1000,1000,1000,oceano_sul_v.parquet,False,False,True,True,True,False,False,False,41.90875477931522
Oceano Sul V,2018-05-24 01:27:36,-25.8003,-44.9994,1000,6.0,1005.04,1000,1000,0,0,0,oceano_sul_v.parquet,True,True,False,False,False,True,False,False,46.90875477931522
Oceano Sul V,2018-05-24 09:23:56,-26.1003,-44.1417,1002,4.0,1005.0,0,0,1002,1002,1002,oceano_sul_v.parquet,False,False,True,True,True,False,False,False,41.91075078796194
Oceano Sul V,2018-05-24 09:24:21,-26.1003,-44.1414,1002,3.986,1005.04,1002,1002,0,0,0,oceano_sul_v.parquet,True,True,False,False,False,True,False,False,46.91075078796194
Oceano Sul V,2018-05-24 17:57:18,-26.4983,-43.2994,997,5.0,1001.0,0,0,997,997,997,oceano_sul_v.parquet,False,False,True,True,True,False,False,False,41.905753276311465
Oceano Sul V,2018-05-24 17:57:42,-26.4983,-43.2994,997,5.004,1001.02,997,997,0,0,0,oceano_sul_v.parquet,True,True,False,False,False,True,False,False,46.905753276311465
Oceano Sul V,2018-05-25 01:53:58,-26.8158,-42.585,998,6.0,1003.0,0,0,998,998,998,oceano_sul_v.parquet,False,False,True,True,True,False,False,False,41.906754778648555
Oceano Sul V,2018-05-25 01:54:22,-26.8156,-42.5847,998,5.993,1003.01,998,998,0,0,0,oceano_sul_v.parquet,True,True,False,False,False,True,False,False,46.906754778648555
Oceano Sul V,2018-05-25 10:54:32,-27.1661,-41.7003,999,5.0,1003.0,0,0,999,999,999,oceano_sul_v.parquet,False,False,True,True,True,False,False,False,41.90775527898214
Oceano Sul V,2018-05-25 10:54:56,-27.1661,-41.7003,999,5.002,1003.02,999,999,0,0,0,oceano_sul_v.parquet,True,True,False,False,False,True,False,False,46.90775527898214
Oceano Sul V,2018-05-25 18:39:19,-27.5031,-40.9658,997,6.0,1002.0,0,0,997,997,997,oceano_sul_v.parquet,False,False,True,True,True,False,False,False,41.905753276311465
Oceano Sul V,2018-05-25 18:39:41,-27.5031,-40.9658,997,5.995,1002.01,997,997,0,0,0,oceano_sul_v.parquet,True,True,False,False,False,True,False,False,46.905753276311465
Oceano Sul V,2018-05-26 03:25:46,-27.85,-40.2161,999,6.0,1004.0,0,0,999,999,999,oceano_sul_v.parquet,False,False,True,True,True,False,False,False,41.90775527898214
Oceano Sul V,2018-05-26 03:26:08,-27.85,-40.2161,999,6.0,1004.01,999,999,0,0,0,oceano_sul_v.parquet,True,True,False,False,False,True,False,False,46.90775527898214
Oceano Sul V,2018-05-26 11:47:58,-28.1997,-39.5008,998,6.0,1003.0,0,0,998,998,998,oceano_sul_v.parquet,False,False,True,True,True,False,False,False,41.906754778648555
Oceano Sul V,2018-05-26 11:48:20,-28.1997,-39.5008,998,5.996,1003.05,998,998,0,0,0,oceano_sul_v.parquet,True,True,False,False,False,True,False,False,46.906754778648555
Oceano Sul V,2018-05-26 21:16:04,-28.6328,-38.6,1000,5.0,1004.0,0,0,1000,1000,1000,oceano_sul_v.parquet,False,False,True,True,True,False,False,False,41.90875477931522
Oceano Sul V,2018-05-26 21:16:25,-28.6328,-38.6,1000,4.993,1004.02,1000,1000,0,0,0,oceano_sul_v.parquet,True,True,False,False,False,True,False,False,46.90875477931522
Oceano Sul V,2018-05-28 21:04:57,-30.8681,-36.5825,1416,5.0,1420.0,0,0,1416,1416,1416,oceano_sul_v.parquet,False,False,True,True,True,False,False,False,42.25629723969068
Oceano Sul V,2018-05-28 21:05:16,-30.8681,-36.5825,1416,4.994,1420.01,1416,1416,0,0,0,oceano_sul_v.parquet,True,True,False,False,False,True,False,False,47.25629723969068
